0 0 0 0 0 2
2 3 10 2 1 2
2 3 10 2 1 2
2 3 10 2 1 2
2 3 10 2 1 2
2 3 10 2 1 2
2 3 10 2 1 2
2 3 10 2 1 2
2 3 10 2 1 2
2 3 10 2 1 2
2 3 10 2 1 2
2 3 10 2 1 2
2 3 10 2 1 2
2 3 10 2 1 2
2 3 10 2 1 2
2 3 10 2 1 2
2 3 10 2 1 2
2 3 10 2 1 2
2 3 10 2 1 2
2 3 10 2 1 2
2 3 10 2 1 2
2 3 10 2 1 2
2 3 10 2 1 2
2 3 10 2 1 2
2 3 10 2 1 2
2 3 10 2 1 2
2 3 10 2 1 2
2 3 10 2 1 2
2 3 10 2 1 2
2 3 10 2 1 2
2 3 10 2 1 2
2 3 10 2 1 2
2 3 10 2 1 2
2 3 10 2 1 2
2 3 10 2 1 2
2 3 10 2 1 2
2 3 10 2 1 2
2 3 10 2 1 2
2 3 10 2 1 2
2 3 10 2 1 2
2 3 10 2 1 2
2 3 10 2 1 2
2 3 10 2 1 2
2 9 10 2 1 1
2 2 10 3 1 2
2 10 10 3 1 0
2 8 10 2 1 1
1 9 10 3 1 1
1 10 5 4 2 0
2 8 10 3 2 1
2 10 4 5 2 0
7 6 8 3 2 2
9 6 8 4 2 2
10 5 8 4 2 2
10 4 7 4 2 2
10 4 7 4 2 2
10 3 6 4 2 2
10 2 6 4 2 2
10 2 5 4 2 2
10 1 5 4 2 2
10 1 5 5 2 2
10 1 4 5 3 2
0 0 4 5 3 2
0 0 4 5 3 2
0 0 3 5 3 2
0 0 3 5 3 2
0 0 2 4 3 2
0 0 2 4 3 2
0 0 1 3 3 2
0 0 1 3 3 2
0 0 1 3 3 2
0 0 1 3 3 2
0 0 1 3 3 2
0 0 1 3 3 2
0 0 1 3 3 2
0 0 1 3 3 2
0 0 1 3 3 2
0 0 1 3 3 2
0 0 1 3 3 2
0 0 1 3 3 2
0 0 1 3 3 2
0 0 1 3 3 2
0 0 1 3 3 2
0 0 1 3 3 2
0 0 1 3 3 2
0 0 1 3 3 2
0 0 1 3 3 2
0 0 1 3 3 2
0 0 1 3 3 2
0 0 1 3 3 2
0 0 1 3 3 2
0 0 1 3 3 2
0 0 1 3 3 2
0 0 1 3 3 2
0 0 1 3 3 2
0 0 1 3 3 2
0 0 1 3 3 2
0 0 1 3 3 2
0 0 1 3 3 2
0 0 1 3 3 2
0 0 1 3 3 2
0 0 1 3 3 2
0 0 1 3 3 2
0 0 1 3 3 2
0 0 1 3 3 2
0 0 1 3 3 2
0 0 1 3 3 2
0 0 1 3 3 2
0 0 1 3 3 2
0 0 1 3 3 2
0 0 1 3 3 2
0 0 1 3 3 2
0 0 1 3 3 2
0 0 1 3 3 2
0 0 1 3 3 2
0 0 1 3 3 2
0 0 1 3 3 2
0 0 1 3 3 2
0 0 1 3 3 2
0 0 1 3 3 2
0 0 1 3 3 2
0 0 1 3 3 2
0 0 1 3 3 2
0 0 1 3 3 2
0 0 1 3 3 2
0 0 1 3 3 2
0 0 1 3 3 2
0 0 1 3 3 2
0 0 1 3 3 2
0 0 1 3 3 2
0 0 1 3 3 2
0 0 1 3 3 2
0 0 1 3 3 2
0 0 1 3 3 2
0 0 1 3 3 2
0 0 1 3 3 2
0 0 1 3 3 2
0 0 1 3 3 2
0 0 1 3 3 2
0 0 1 3 3 2
0 0 1 3 3 2
0 0 1 3 3 2
0 0 1 3 3 2
0 0 1 3 3 2
0 0 1 3 3 2
0 0 1 3 3 2
0 0 1 3 3 2
0 0 1 3 3 2
0 0 1 3 3 2
0 0 1 3 3 2
